word1	word2	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10
attempt	go	1	0	0	2	2	2	0	0	3	1
cry	tear	0	6	6	0	1	1	0	2	4	0
sneak	slither	1	1	4	2	4	3	2	4	4	4
flee	aim	0	0	0	0	1	0	1	0	0	0
fling	shoot	4	4	2	3	1	4	4	2	3	2
annihilate	flee	0	0	0	0	1	0	0	0	0	0
refuse	flex	0	0	0	0	0	0	0	0	1	0
dislike	admire	0	0	0	0	0	0	0	0	0	0
perish	starve	5	3	2	6	4	2	2	4	3	5
forget	attend	0	0	0	0	0	0	0	0	0	0
snap	crunch	4	0	2	4	3	4	5	4	4	4
insult	criticize	4	6	5	5	4	3	3	3	5	5
hike	walk	5	3	5	6	5	3	3	4	6	4
warn	inform	5	0	4	5	3	3	3	4	3	2
pick	elect	5	6	5	4	5	5	4	3	3	5
integrate	blend	6	4	4	4	3	6	5	4	4	4
miss	catch	0	0	0	0	0	0	0	0	0	0
scratch	scribble	5	0	2	1	3	5	2	2	1	4
learn	educate	2	1	6	1	0	4	3	0	1	3
know	predict	2	0	6	1	2	4	2	1	2	1
pour	drip	2	1	0	1	2	4	2	4	1	2
sprinkle	pour	3	1	0	0	1	2	2	4	2	1
decide	analyze	3	0	0	1	0	5	3	2	2	0
move	leave	3	3	4	3	0	5	4	2	3	2
destroy	demolish	6	5	6	6	6	6	5	6	5	4
whisper	tell	4	1	2	2	2	4	4	3	3	1
fit	integrate	5	0	5	4	0	5	2	4	3	1
accuse	lie	1	0	0	0	0	2	0	0	1	0
clarify	worry	1	0	1	0	0	0	0	0	0	0
blend	mix	6	4	6	6	4	6	5	6	4	3
educate	pray	0	0	0	0	1	0	0	0	1	0
retire	retreat	4	1	1	4	3	5	4	4	1	0
beg	ask	2	2	4	1	2	4	3	5	3	1
bite	attack	5	1	0	2	4	6	3	2	3	1
hurt	betray	5	1	1	1	3	6	2	2	1	1
stop	spin	0	0	0	0	0	0	0	0	0	0
finish	solve	4	4	4	2	3	5	4	5	3	2
stare	glare	5	1	5	5	2	3	6	5	4	0
hate	regret	1	0	0	0	2	1	0	1	1	0
wait	stand	2	1	2	2	0	2	2	3	2	1
disperse	move	4	2	3	3	4	4	3	4	3	0
disappoint	betray	2	0	0	1	4	5	3	2	3	1
correct	change	4	5	3	3	4	6	5	1	3	0
disown	ban	3	0	0	0	2	6	2	2	2	1
care	remain	2	0	0	0	0	3	0	0	1	0
spell	speak	2	0	0	0	0	4	4	1	2	0
convince	win	2	0	0	2	0	3	0	3	2	1
remind	repeat	3	0	3	3	4	6	5	4	4	0
explain	describe	6	5	5	5	5	6	5	5	4	3
fly	ascend	4	3	6	2	5	6	3	5	3	3
break	restore	1	0	0	0	0	0	0	0	1	0
spray	shoot	3	0	1	2	1	2	1	4	1	0
work	collaborate	4	5	5	3	3	3	3	2	2	0
graduate	relax	2	0	0	0	0	0	1	0	2	0
smell	taste	2	0	1	2	0	1	4	1	4	0
frustrate	discourage	4	0	2	0	4	6	1	4	2	2
enforce	impose	6	3	2	2	4	6	5	5	4	3
die	drown	4	0	0	3	2	5	5	4	4	2
drift	move	4	1	1	1	3	5	5	5	5	2
swing	hang	3	1	0	1	2	4	4	3	4	1
spell	define	4	0	0	0	3	3	4	2	4	1
please	beg	1	0	0	0	0	1	2	0	2	1
send	give	4	0	5	3	4	4	5	4	4	0
drive	breed	0	0	0	0	0	0	0	0	0	0
jump	climb	1	0	0	1	2	3	1	1	2	1
tread	float	0	4	4	3	0	2	0	4	2	1
run	hide	0	0	0	2	0	0	0	3	0	1
tell	listen	0	1	0	3	0	0	0	0	0	0
interrupt	push	0	0	0	4	0	1	0	1	2	2
swoon	fall	2	5	0	4	3	4	0	5	5	6
degrade	criticize	1	1	6	4	3	4	4	4	5	6
respond	say	5	6	4	4	6	4	5	4	5	5
stop	adjourn	3	6	6	3	3	5	6	5	5	6
speak	renounce	3	1	0	3	1	2	5	2	2	5
connect	talk	0	3	0	4	2	0	4	3	1	5
insult	offend	6	6	2	2	6	5	6	4	6	6
need	get	4	1	0	2	0	1	5	0	0	0
refrain	keep	1	1	2	4	2	1	0	2	1	0
retreat	escape	5	6	5	5	5	0	5	5	4	5
succeed	overcome	4	5	4	3	4	4	5	4	4	5
subtract	multiply	0	0	0	4	0	0	1	0	0	0
connect	join	6	5	6	3	6	4	5	6	5	6
taste	rearrange	0	0	0	3	0	0	0	0	0	0
lick	bite	0	2	1	3	2	0	3	0	0	1
reduce	save	0	2	2	2	3	2	4	3	3	4
enjoy	wait	0	0	0	2	0	0	0	0	1	0
destroy	fix	0	0	0	3	0	0	0	0	0	0
rush	hustle	3	6	6	3	6	3	1	5	4	5
launch	send	5	1	1	5	5	3	0	5	3	4
complain	annoy	0	1	3	4	2	1	0	0	2	3
mistreat	hit	2	1	1	3	2	1	0	1	4	4
lie	believe	0	0	0	1	0	0	0	0	0	0
remind	graduate	0	0	0	1	0	0	0	0	0	0
hurt	sting	3	3	2	4	4	1	4	1	3	4
hurt	insult	2	3	4	4	4	3	5	1	4	5
lift	push	0	2	0	4	1	1	3	0	0	1
sweat	shiver	0	1	0	4	0	1	1	0	0	0
spank	hurt	0	4	2	2	0	2	4	1	5	5
choose	determine	1	6	5	2	6	4	6	5	5	5
control	impose	1	5	0	2	5	2	0	5	4	4
direct	help	0	4	2	4	1	1	0	2	3	3
chew	swallow	0	3	0	3	1	1	6	0	3	1
carry	tow	2	2	5	2	6	2	0	4	2	5
foil	cover	0	2	0	2	0	0	0	0	1	5
claim	say	2	3	6	3	6	2	1	1	5	6
smash	hit	5	5	6	2	5	2	2	4	4	4
receive	accept	4	3	6	3	3	4	6	0	4	5
shuffle	ride	0	1	0	3	0	0	0	0	1	1
protect	defend	5	6	4	2	6	5	5	4	5	5
keep	hide	2	1	3	2	0	2	0	2	1	4
desire	hope	2	5	6	3	3	4	5	3	5	5
confess	tell	2	4	6	2	3	4	4	3	5	5
wander	leave	0	2	4	2	3	0	3	2	3	2
borrow	return	0	1	0	2	0	0	0	0	0	0
give	beg	0	0	0	2	0	0	2	0	0	0
stir	mix	5	3	6	5	6	6	5	3	6	5
crackle	crunch	4	2	5	4	4	3	4	3	3	6
bet	hug	0	0	0	0	0	0	1	4	0	0
announce	inform	4	4	6	3	6	2	5	6	5	6
discover	find	5	5	6	4	6	5	6	6	6	6
get	have	4	3	4	5	6	3	4	6	5	6
search	look	6	5	6	5	6	6	6	6	6	6
rebel	obey	0	0	0	2	0	0	0	0	0	0
comfort	snuggle	5	2	6	3	6	4	2	6	4	4
dip	teach	0	0	0	0	0	0	1	0	0	0
analyze	criticize	3	4	4	5	3	2	1	1	4	5
prepare	fix	1	3	3	1	3	2	1	2	2	1
sew	knit	0	5	4	5	4	5	2	4	5	2
grab	hold	5	5	5	5	6	3	4	5	6	4
use	operate	6	5	6	5	6	5	3	6	4	5
scratch	repair	0	0	0	2	1	0	0	0	0	0
help	use	0	1	0	2	2	0	0	0	1	1
break	connect	0	0	0	0	1	0	1	0	0	0
whistle	hoot	3	3	0	3	5	3	1	3	4	4
get	replace	2	3	5	1	4	0	1	6	1	2
calculate	subtract	1	4	4	4	4	1	2	0	1	1
inhale	glide	0	0	0	0	0	0	1	5	0	0
visit	giggle	0	0	0	0	0	0	0	0	0	0
perspire	enter	0	0	0	0	0	0	0	0	2	0
hurry	hustle	4	2	2	5	4	5	0	4	6	4
talk	pray	0	0	4	2	4	1	0	3	1	0
fail	cheat	0	0	2	3	2	0	0	1	0	0
whistle	call	2	4	2	3	3	1	0	4	1	5
decrease	lower	6	6	6	5	6	6	3	6	5	6
explode	erode	1	0	4	2	2	0	1	4	3	0
flex	lift	1	0	5	3	3	2	0	3	2	1
decorate	change	3	3	6	2	6	1	0	4	1	1
separate	organize	5	4	6	3	4	1	1	4	5	4
add	reduce	0	0	0	2	0	0	0	0	0	0
deposit	put	4	5	6	2	6	5	1	1	4	5
forgive	plead	0	0	0	2	2	0	1	4	1	0
discuss	explain	4	3	4	4	5	4	2	5	6	6
invent	originate	5	3	4	5	5	2	1	4	2	4
embarrass	blush	4	0	6	4	6	2	1	4	5	1
kill	look	0	0	0	0	0	0	0	0	0	0
have	retain	5	1	6	4	5	5	4	4	5	0
taste	swallow	4	0	4	4	5	3	3	1	3	0
teach	graduate	0	0	3	3	4	1	2	2	2	0
sing	dance	3	0	0	2	4	1	1	0	1	0
overcome	try	5	1	4	4	5	1	0	4	5	5
bother	disturb	5	5	6	5	6	6	1	5	6	4
hit	slap	4	6	6	4	6	5	4	3	4	6
look	squint	4	1	5	4	4	3	3	0	3	2
talk	whisper	3	1	5	4	5	3	5	2	3	1
reach	strive	5	0	5	3	6	2	5	3	5	5
find	attract	2	0	4	2	2	0	2	1	0	0
obtain	acquire	6	6	6	5	6	6	6	6	6	6
show	look	0	0	1	3	0	0	1	3	0	0
shine	glare	0	0	5	4	3	3	4	2	1	0
acquire	steal	2	0	4	6	1	2	4	4	4	5
upset	hurt	0	5	5	4	6	4	4	4	1	5
capture	catch	6	6	6	6	6	4	6	5	5	6
triumph	win	6	6	6	6	6	5	6	6	6	6
disbelieve	travel	0	0	1	0	0	0	0	0	0	0
drown	sink	1	0	3	1	2	1	3	4	0	3
advise	warn	4	1	4	3	5	2	5	4	3	6
hurt	pluck	0	0	2	1	0	0	2	3	0	1
swear	damn	3	4	4	5	0	2	5	5	4	5
adjourn	finish	4	6	6	6	5	4	5	4	2	6
organize	prepare	3	5	6	3	5	3	5	5	3	6
use	waste	0	3	1	4	3	0	1	2	0	2
talk	say	5	6	6	6	6	5	4	5	5	6
cook	bake	3	6	6	6	4	4	4	5	3	6
multiply	reproduce	4	6	6	6	5	5	5	5	2	5
see	acknowledge	4	3	2	3	5	4	3	5	0	5
collect	keep	3	0	5	1	5	2	3	4	3	5
pour	drain	4	3	3	3	4	2	2	3	0	5
relax	sit	2	1	2	3	4	3	3	4	0	5
stop	flow	0	0	1	0	0	0	0	0	0	0
choke	succeed	0	0	0	0	0	0	0	0	0	0
pinch	drive	0	0	0	0	0	0	0	0	1	0
try	do	0	5	3	2	5	0	2	4	0	5
ask	tell	0	0	1	0	0	0	1	2	0	0
irritate	rub	0	2	1	1	4	3	3	5	0	2
hate	insult	1	1	2	6	4	3	1	4	4	1
collect	acquire	2	6	3	6	6	2	4	5	3	5
enter	participate	4	6	5	6	5	4	3	6	0	4
remember	gain	0	0	0	0	4	0	1	0	3	0
perish	die	6	6	6	6	6	5	6	6	4	6
die	grow	0	0	0	0	0	0	0	0	0	0
watch	observe	6	6	6	6	6	6	5	6	4	6
exchange	barter	2	6	4	6	5	2	6	4	6	5
chop	grate	1	3	3	0	4	0	2	4	0	4
have	acquire	1	6	3	6	1	0	1	3	4	0
stamp	lick	0	0	0	0	0	0	0	1	0	0
create	dive	0	0	0	0	0	0	0	0	0	0
lower	kneel	1	1	4	0	3	0	1	4	0	4
connect	combine	4	4	6	0	5	2	3	5	3	5
desire	want	6	6	6	6	6	6	5	6	4	6
observe	see	6	6	6	6	6	6	4	6	4	6
save	collect	4	3	3	0	5	1	1	5	0	6
flap	fold	0	3	1	0	5	0	1	3	0	0
discover	invent	4	0	1	6	6	2	2	5	0	6
sip	slurp	3	5	3	5	4	3	1	5	1	5
push	press	6	5	0	6	5	3	5	2	1	6
strive	seek	2	6	5	5	5	6	2	6	2	3
hoot	holler	3	5	1	3	6	6	5	4	3	5
crush	grind	2	5	3	4	6	5	5	6	4	5
look	observe	5	6	3	6	6	6	6	6	6	6
cough	swallow	0	3	1	1	1	1	1	2	2	0
bother	annoy	4	6	5	4	6	6	6	6	5	6
preview	look	2	5	4	3	6	5	6	5	4	4
dare	reap	1	1	3	2	3	3	4	1	1	1
practice	repeat	4	5	5	4	5	5	4	5	3	5
obey	listen	3	6	1	3	5	4	3	5	3	2
freeze	burn	0	0	1	0	1	0	5	0	1	0
rearrange	move	3	6	5	4	6	5	5	6	5	5
lean	stand	1	5	1	1	3	2	3	3	1	4
grill	leap	1	0	1	0	0	0	1	0	0	0
play	fight	1	5	2	3	4	3	1	1	1	0
ride	run	1	3	1	4	3	4	5	0	2	2
upset	disappoint	5	5	3	5	5	6	2	3	5	3
kidnap	capture	3	6	4	6	4	4	5	5	4	6
increase	decline	0	0	1	1	0	0	1	0	0	0
bump	knock	3	5	5	2	5	3	6	6	4	6
dare	acknowledge	2	1	1	0	1	2	2	1	1	1
give	treat	4	6	2	4	5	4	4	4	3	3
see	preview	4	5	3	4	6	5	6	5	5	5
aggravate	irritate	4	6	5	5	6	6	4	6	4	4
help	prepare	2	5	5	1	3	4	4	5	3	2
fix	update	4	3	3	3	3	3	2	4	2	2
relax	rub	2	5	2	4	4	4	5	4	2	1
condemn	kill	2	1	2	2	2	3	2	5	3	0
return	retreat	1	5	2	3	5	5	5	6	2	4
accept	understand	4	6	3	4	4	5	6	5	3	4
permit	approve	3	6	2	5	5	4	3	6	2	6
sway	move	4	5	4	4	5	3	4	5	2	5
help	lend	4	5	3	3	4	4	5	4	1	3
explain	spell	2	1	4	1	1	2	2	3	2	1
involve	speak	1	2	2	2	3	5	1	1	2	1
grow	learn	3	4	4	3	5	3	4	4	2	4
hide	scare	0	4	3	2	1	1	1	0	1	0
ask	attempt	1	3	3	2	3	2	2	1	1	1
create	design	5	6	4	3	6	6	6	5	3	5
sink	swim	0	1	1	1	0	2	1	0	0	0
climb	hike	4	6	6	5	5	4	4	5	4	3
ignore	refuse	3	6	1	4	4	5	1	4	2	0
allow	blend	1	0	0	0	1	4	2	0	1	0
spank	hit	5	5	6	5	6	5	4	6	3	5
wander	drift	5	6	4	5	6	4	6	5	3	5
throw	chuck	5	5	5	5	6	3	6	6	4	6
leave	appear	1	0	0	0	0	0	2	0	1	0
perish	sob	0	3	0	1	5	4	1	0	1	0
disturb	irritate	4	5	5	4	6	6	1	5	3	4
comprehend	learn	5	6	3	3	5	6	6	6	3	1
destroy	save	0	0	1	0	0	0	0	0	0	0	1
look	examine	6	5	6	3	5	6	6	4	2	6	6
annihilate	demolish	6	4	6	3	6	6	6	5	3	6	6
recycle	waste	0	0	0	0	0	0	0	0	2	0	1
dislike	intoxicate	0	0	2	1	1	3	0	2	1	0	0
lose	forget	2	0	2	1	4	1	2	5	6	2	2
deliver	arrive	1	2	3	1	3	4	2	3	6	2	4
bend	move	0	1	3	1	2	1	0	4	3	0	5
inform	instruct	1	2	6	3	5	6	4	6	5	6	6
scold	blame	2	1	5	2	5	5	6	4	6	2	3
slip	fall	3	4	5	1	5	6	4	5	5	2	6
erode	destroy	5	3	4	2	4	6	2	3	2	6	5
greet	introduce	6	2	6	1	5	6	3	2	6	1	5
hamper	hurt	3	3	4	1	4	5	6	3	1	0	0
stain	bleach	4	0	4	0	1	0	1	2	4	0	1
lean	trim	0	0	4	0	3	0	0	4	2	3	0
control	run	0	0	0	2	0	0	0	4	2	0	1
hit	hurt	6	2	5	2	4	2	2	1	1	0	3
yell	announce	4	0	5	1	4	5	2	5	1	6	6
drift	sway	1	1	5	3	4	6	2	4	4	0	6
recommend	help	5	2	5	3	3	5	2	2	4	0	2
upset	insult	6	2	3	2	4	5	2	1	5	3	2
persuade	suggest	4	2	2	3	3	4	3	3	4	6	3
disown	leave	4	0	5	4	4	6	2	4	3	6	2
purchase	acquire	6	1	4	5	6	6	5	3	5	6	6
look	inquire	5	3	6	2	1	1	1	2	5	6	2
deny	object	4	3	5	3	5	6	6	4	3	3	6
sit	lie	2	0	3	2	3	6	2	2	2	0	0
ascend	descend	0	0	0	0	1	0	0	5	1	0	0
introduce	acknowledge	0	1	4	0	4	1	2	4	6	0	1
disintegrate	integrate	0	0	0	0	0	0	0	4	3	0	0
watch	examine	3	2	4	3	4	6	6	4	4	6	6
avoid	dislike	0	1	4	2	3	4	3	2	2	0	3
understand	know	3	2	3	4	4	6	4	2	5	3	6
ponder	reflect	6	3	3	1	6	6	4	5	4	6	6
save	accumulate	2	2	4	3	3	6	6	2	6	6	6
urge	suggest	3	3	4	2	4	6	3	4	4	0	6
comprehend	perceive	2	4	3	4	4	5	3	2	5	0	4
count	add	4	2	3	2	4	6	5	3	6	6	6
stop	ban	6	3	2	4	3	6	6	4	3	0	5
destroy	make	5	0	1	0	0	0	0	5	3	0	1
drink	quench	6	2	3	2	3	6	3	2	6	3	6
take	refuse	5	0	1	0	0	0	0	3	2	0	0
treat	pounce	5	0	0	0	0	0	0	4	3	0	0
release	squeeze	0	0	0	0	0	0	0	3	4	0	1
get	keep	4	0	4	0	3	5	3	4	6	3	5
leave	excuse	4	0	4	0	4	6	0	2	4	0	5
call	collect	4	0	1	0	2	0	1	2	2	0	0
deny	excuse	4	0	3	0	2	0	3	2	3	0	1
sing	rap	6	1	5	2	5	6	1	2	1	3	5
leave	veer	2	2	0	1	1	0	4	1	2	2
surprise	overwhelm	1	3	3	1	4	2	4	2	6	3
exchange	change	5	5	0	2	3	1	6	4	1	4
fly	soar	4	5	5	6	4	5	5	5	6	5
agree	admit	3	1	1	4	3	0	4	0	5	3
achieve	finish	2	5	3	0	4	3	5	1	5	5
drain	sink	1	1	3	0	0	1	3	0	6	4
hitch	ride	2	3	2	1	3	3	4	0	5	4
teach	inform	4	4	0	4	5	5	5	3	6	5
adjourn	judge	1	2	0	0	0	2	3	0	4	0
lie	assume	1	1	0	0	0	0	4	1	1	1
break	split	4	3	6	5	5	3	6	3	5	5
believe	doubt	0	1	0	0	0	0	4	0	1	0
upset	discourage	1	2	6	0	1	1	4	1	4	4
play	swing	0	2	4	0	0	2	3	1	3	4
pick	prefer	4	4	2	4	4	2	5	3	6	5
speak	acknowledge	3	5	4	0	2	1	5	3	5	4
mend	break	0	1	0	0	0	0	4	0	1	0
wear	use	2	1	3	1	5	3	5	2	3	5
cook	lose	0	1	0	0	0	0	4	0	1	1
reappear	vanish	0	1	0	0	0	0	4	0	1	3
weave	guess	0	1	0	0	3	0	4	0	1	1
justify	explain	5	4	5	6	6	6	5	3	5	4
suppose	imagine	5	4	1	6	5	1	5	1	4	6
tell	predict	5	2	4	3	4	0	5	1	5	4
yield	aid	3	1	2	0	1	0	4	0	5	2
beat	punish	4	3	6	3	4	1	5	3	5	5
count	drive	0	1	0	0	0	0	4	0	2	1
drift	flow	5	4	3	4	6	4	5	1	3	6
triumph	conquer	5	6	6	3	4	5	5	3	6	5
diminish	disappear	4	4	6	1	6	2	5	0	5	5
accumulate	grow	4	5	6	0	6	4	5	1	6	6
result	affect	4	5	4	3	4	2	4	2	5	5
grind	grate	3	3	5	4	5	4	5	1	5	4
rip	tug	4	3	6	1	5	2	5	1	5	2
plead	beg	6	6	6	6	6	6	5	4	6	6
ask	respond	1	1	2	0	2	1	5	0	4	1
leave	travel	4	2	6	2	5	3	4	1	4	5
pull	press	1	1	2	0	0	0	5	0	5	1
ignore	neglect	5	5	6	6	6	6	5	3	6	6
vacate	evacuate	4	3	6	6	4	4	4	2	5	6
send	get	0	1	0	0	2	0	5	0	3	0
irritate	scratch	5	2	5	2	2	2	5	1	4	3
tire	overwhelm	5	3	3	1	5	1	5	2	5	4
try	think	3	1	0	0	4	0	4	0	5	4
wiggle	move	5	2	5	3	5	3	5	5	5	5
fight	defend	5	2	5	3	4	3	5	1	6	5
demand	reprimand	2	1	2	1	1	0	4	0	5	1
borrow	dig	0	1	0	0	0	4	5	0	2	0
guess	prepare	0	1	0	0	2	0	5	0	3	0
gain	operate	1	0	1	1	1	2	0	0	0	1
move	stay	0	0	0	1	1	0	0	0	0	1
detach	release	6	3	6	5	5	6	5	4	6	6
get	reap	5	2	5	4	5	5	6	4	6	4
finish	start	0	0	0	1	1	0	0	0	0	1
decrease	descend	3	3	4	5	5	1	5	1	6	2
bound	tie	6	4	6	4	6	5	6	6	6	5
feel	express	4	3	6	2	3	3	4	4	5	4
dance	swing	4	2	5	1	4	3	3	2	0	1
convince	believe	1	3	2	2	4	3	5	3	6	2
strain	release	1	0	3	2	1	3	1	4	0	1
hate	swear	1	0	3	1	3	0	1	2	3	1
recommend	guess	1	0	1	5	1	2	0	0	0	1
shove	scribble	0	0	0	1	2	0	0	0	0	1
mix	dissolve	2	2	6	4	1	4	5	5	4	2
melt	boil	3	3	3	2	4	3	1	3	3	2
punch	drink	0	0	0	1	1	0	0	2	0	1
blend	combine	5	3	6	5	6	5	6	5	6	4
clarify	help	3	2	5	3	4	2	5	5	6	2
sneak	look	2	1	4	2	1	4	5	2	0	1
bias	incline	2	1	5	5	1	3	1	3	0	1
engage	go	4	2	3	1	5	3	4	4	6	5
yell	speak	0	3	0	2	4	3	5	4	3	3
see	travel	3	2	2	4	1	2	3	4	6	1
repress	search	0	0	0	1	1	0	0	2	0	1
tie	become	1	0	0	1	1	0	0	1	0	1
say	speak	4	5	6	5	6	6	6	6	6	6
observe	vanish	0	0	0	1	1	0	0	0	0	1
grow	develop	5	3	6	6	6	4	5	5	6	3
win	succeed	5	4	6	6	6	3	5	6	6	4
forget	leave	0	0	0	4	1	2	0	5	6	1
command	tell	3	3	5	5	5	3	6	6	6	5
develop	sue	1	0	1	1	1	0	1	2	0	1
lie	pretend	4	2	6	4	5	4	4	5	0	3
remove	leave	3	3	1	1	3	4	3	4	3	2
cry	humiliate	1	1	1	1	3	0	3	2	0	1
rub	hold	1	0	0	1	1	0	0	2	3	1
argue	disprove	3	3	6	3	5	0	5	5	6	3
divide	subtract	1	0	0	1	1	0	2	4	3	1
spring	fall	0	0	0	1	3	0	1	0	0	1
have	want	0	1	2	1	1	2	0	2	0	2
allow	permit	6	6	6	5	6	6	6	6	6	5
flush	suppose	0	0	1	1	1	0	0	2	0	1
discourage	beat	2	1	4	3	2	0	4	3	3	1
hurt	strain	3	3	3	4	4	5	5	4	3	1
waste	deteriorate	5	3	4	3	5	3	4	5	6	2
crawl	run	0	0	0	2	2	1	1	1	0	1
hold	stay	4	0	5	2	5	3	6	0	0	2
annoy	disturb	5	0	6	4	6	3	5	4	6	5
obtain	get	6	4	6	5	6	6	6	5	6	6
prohibit	refuse	4	3	6	3	0	3	6	2	6	5
hurt	limp	3	3	4	0	5	0	0	1	0	2
assault	aggravate	3	2	4	1	0	3	3	2	2	2
exchange	swap	6	6	6	6	6	6	6	4	6	6
show	direct	5	5	6	2	0	5	5	2	5	5
print	press	3	4	6	4	4	4	0	1	1	5
prohibit	glare	2	1	0	0	1	0	0	0	0	0
decrease	diminish	6	5	6	5	6	1	6	1	6	6
frustrate	disappoint	5	6	3	1	1	0	0	1	3	3
wash	fade	2	2	0	0	1	1	0	3	0	2
operate	perform	4	4	6	3	5	3	5	2	5	5
compete	triumph	3	2	0	1	3	0	0	1	2	2
rationalize	talk	1	2	4	6	2	0	0	1	0	2
disappear	remove	2	4	5	1	6	2	6	3	4	1
portray	show	6	5	5	5	5	5	6	3	6	6
demolish	break	5	5	6	4	6	3	4	4	5	3
tell	instruct	4	4	6	5	5	1	5	3	5	4
slide	show	1	1	0	1	0	0	0	0	0	1
move	slither	3	2	5	2	5	0	5	2	2	1
fade	tarnish	1	3	3	1	1	0	1	4	0	1
argue	prove	2	3	3	3	1	1	0	3	3	2
shoot	inspect	0	0	0	0	0	0	0	1	0	0
speak	tote	0	0	0	1	1	0	0	0	0	0
assault	enrage	1	2	3	0	0	0	0	1	0	1
reach	hold	3	3	4	4	0	0	0	1	3	1
laugh	cry	0	0	0	0	0	0	0	0	0	0
break	destroy	6	5	6	5	6	3	5	4	6	4
advise	help	4	4	6	4	5	0	4	4	5	6
reap	gain	4	4	6	6	1	3	5	4	6	3
freeze	thaw	0	0	0	0	0	0	0	0	0	0
disown	forget	0	3	0	3	1	0	0	2	0	1
grow	raise	5	4	3	4	5	3	5	3	6	5
imagine	think	4	5	6	5	6	4	6	3	4	3
acquire	find	4	4	6	6	4	1	5	2	5	4
divide	unite	0	0	0	0	0	0	0	1	0	0
reject	accept	0	0	0	4	1	0	0	0	0	0
hate	like	0	0	0	5	1	0	0	1	0	0
reap	sow	1	0	0	0	1	0	0	1	0	1
disintegrate	melt	2	4	2	1	3	3	5	4	5	2
assume	judge	0	4	5	6	3	4	0	4	4	5
grind	chop	1	3	4	3	0	1	0	0	2	1
spend	save	0	0	0	5	1	0	0	0	0	0
warn	tell	3	4	5	6	5	2	2	2	5	3
lie	promise	0	1	0	1	0	0	0	0	0	0
announce	renounce	1	1	0	4	0	0	0	1	1	1
shuffle	travel	0	1	3	3	1	2	0	0	0	0
participate	engage	4	5	6	5	3	4	0	3	4	5
squeeze	play	1	2	0	1	0	0	0	0	0	0
pop	burst	3	6	5	6	6	3	6	6	6	6
walk	wiggle	2	1	2	0	1	0	0	1	0	0
include	engage	4	4	4	3	4	5	1	3	5	4
go	start	5	6	4	4	6	5	6	4	5	5
like	prefer	5	6	5	5	6	6	5	6	5	4
jump	leap	6	5	6	6	6	6	6	5	6	6
regret	worry	1	1	5	4	4	5	5	1	4	2
do	think	3	1	5	2	0	0	0	1	1	0
analyze	define	2	2	1	4	3	1	5	4	2	1
notify	pluck	1	1	0	1	0	0	0	3	0	0
assume	suppose	6	6	5	5	6	6	6	5	5	5
collect	get	0	4	6	5	6	6	6	5	6	5
know	realize	3	2	5	4	6	4	6	0	5	3
release	relax	0	2	1	3	6	5	5	1	3	1
settle	testify	0	1	0	1	4	0	5	2	0	0
rip	tear	6	6	6	6	6	6	6	6	6	6
condemn	damn	6	6	6	6	6	6	6	5	5	6
dislike	disown	3	1	4	1	5	5	0	1	1	2
incline	decline	0	1	0	0	0	0	0	0	0	1
command	instruct	5	4	5	5	6	4	6	2	5	6
happen	hide	0	1	0	0	5	0	0	1	0	0
destroy	restore	0	1	0	0	4	0	0	0	0	0
lose	fail	2	5	6	1	5	6	6	2	4	6
acquire	accumulate	4	5	5	6	6	6	5	3	5	6
strike	miss	2	1	0	1	0	0	0	4	0	3
fail	miss	4	5	5	2	5	5	5	5	4	4
drench	reduce	4	1	0	0	0	0	0	1	0	0
bite	fight	3	1	1	0	6	4	1	3	4	2
understand	burst	5	1	0	0	5	0	0	0	0	0
shift	drive	3	1	3	0	4	3	0	4	1	0
pull	tow	2	5	6	5	5	6	4	3	5	3
repair	break	0	1	0	0	0	0	0	0	0	0
take	remove	4	4	5	5	6	0	5	2	5	5
doubt	disbelieve	6	6	6	5	6	6	5	3	4	6
excuse	pardon	6	6	6	6	6	6	6	4	6	6
push	fight	2	3	3	2	5	3	3	2	4	3
reject	ignore	5	1	5	4	6	6	6	4	3	4
ride	smash	0	1	0	0	0	0	0	0	0	0
notify	address	5	2	5	4	6	6	4	5	4	3
depart	go	6	5	6	6	6	6	6	6	6	5
enjoy	relax	6	1	0	3	5	5	5	4	2	4
arrive	depart	0	1	0	0	5	0	0	0	0	0
move	tend	4	1	0	1	1	2	1	0	0	0
amaze	surprise	3	4	5	4	6	6	6	3	6	6
bake	broil	4	5	4	4	5	5	4	0	1	4
teach	punish	2	1	4	1	0	0	0	0	2	0
hesitate	rebel	0	1	0	1	0	0	0	0	2	1
restore	mend	6	5	5	5	6	6	6	5	5	6
show	dance	2	1	3	4	3	4	0	0	0	0
forbid	stop	4	5	5	6	5	6	6	0	4	6
toil	tear	1	1	1	1	3	0	1	0	0	0
advise	tell	5	2	6	5	6	5	6	3	5	6
travel	move	4	3	3	5	6	3	5	3	2	5
knit	crochet	2	3	2	4	3	4	5	1	4	2
ridicule	tease	5	6	4	5	6	5	6	4	5	5
collect	accumulate	3	4	5	6	6	6	5	5	6	5
know	update	2	1	3	3	0	0	4	1	1	2
bite	scratch	0	2	1	1	0	1	3	3	1	0
choke	tie	0	0	1	1	0	0	4	1	2	0
pretend	assume	0	3	2	2	3	0	5	1	1	0
play	participate	3	0	1	4	6	2	5	1	2	5
ask	try	0	0	1	3	0	0	2	1	1	0
invent	make	4	6	3	2	6	2	5	3	5	4
